,loss,accuracy,val_loss,val_accuracy
0,2.479017972946167,0.29958468675613403,8.489075660705566,0.04318936914205551
1,1.4059407711029053,0.562805712223053,5.952693939208984,0.19518272578716278
2,0.9188202023506165,0.7059529423713684,3.1973936557769775,0.31561461091041565
3,0.6777464747428894,0.777849555015564,4.605234146118164,0.38372093439102173
4,0.5121849179267883,0.8287955522537231,1.4743061065673828,0.6436877250671387
5,0.42167606949806213,0.8618366122245789,0.923068106174469,0.7342192530632019
6,0.3586225211620331,0.8803876042366028,2.7738053798675537,0.4127906858921051
7,0.3330897092819214,0.888047993183136,1.945878028869629,0.5930232405662537
8,0.2817377746105194,0.9042916297912598,0.8075388669967651,0.7823920249938965
9,0.27835848927497864,0.9058606624603271,0.986106812953949,0.735049843788147
10,0.2512766420841217,0.914167046546936,0.5051752924919128,0.8529900312423706
11,0.23253999650478363,0.92081218957901,0.8558802604675293,0.7715947031974792
12,0.1967770755290985,0.9359483122825623,0.67081218957901,0.8363787531852722
13,0.18665924668312073,0.9360405802726746,0.6923032402992249,0.7915282249450684
14,0.18476155400276184,0.9373326897621155,1.311217188835144,0.7159468531608582
15,0.17582760751247406,0.9409321546554565,1.0204628705978394,0.7450166344642639
16,0.16475334763526917,0.9455468654632568,1.4801048040390015,0.6760797500610352
17,0.15523627400398254,0.9506229758262634,0.7505621910095215,0.8114618062973022
18,0.1373828798532486,0.9540378451347351,0.8220826983451843,0.8031561374664307
19,0.13949817419052124,0.9543147087097168,1.0157285928726196,0.7624584436416626
20,0.12174961715936661,0.9583756327629089,2.2212424278259277,0.6038206219673157
21,0.12566596269607544,0.9600369334220886,0.24438580870628357,0.9227574467658997
22,0.10946933180093765,0.9642823934555054,0.6091138124465942,0.8455149531364441
23,0.12479070574045181,0.9584679007530212,0.7180384397506714,0.815614640712738
24,0.10131791234016418,0.9641901254653931,0.4478502869606018,0.8679401874542236
25,0.11378677189350128,0.9640978574752808,0.28391075134277344,0.9227574467658997
26,0.09201928973197937,0.9706506729125977,0.47312796115875244,0.8853820562362671
27,0.0901259258389473,0.9684356451034546,0.3941132724285126,0.8961793780326843
28,0.07996370643377304,0.9728657007217407,0.39953020215034485,0.8820598125457764
29,0.0978349819779396,0.9685279130935669,0.3611268997192383,0.9078072905540466
