,loss,accuracy,val_loss,val_accuracy
0,2.4280052185058594,0.2985694408416748,6.53093147277832,0.07308970391750336
1,1.4071775674819946,0.5537609457969666,1.917662501335144,0.4568106234073639
2,0.9684788584709167,0.6840793490409851,3.312312126159668,0.4011628031730652
3,0.6914231777191162,0.776557445526123,2.557277202606201,0.40282392501831055
4,0.5471473932266235,0.8198431134223938,1.2490051984786987,0.6627907156944275
5,0.4752325415611267,0.8443931937217712,2.575941324234009,0.42192691564559937
6,0.39064350724220276,0.8723580837249756,1.1160732507705688,0.7142857313156128
7,0.3458564579486847,0.8861098289489746,0.6443450450897217,0.814784049987793
8,0.30330947041511536,0.9028149247169495,1.2232987880706787,0.6710963249206543
9,0.2868807911872864,0.9044762253761292,1.0490907430648804,0.7192690968513489
10,0.25850966572761536,0.9156437516212463,1.0480587482452393,0.735049843788147
11,0.23508323729038239,0.9232118129730225,0.987487256526947,0.7466777563095093
12,0.2040756493806839,0.9330872297286987,0.430982381105423,0.8820598125457764
13,0.19686880707740784,0.9336409568786621,0.9548318386077881,0.7450166344642639
14,0.18455688655376434,0.9379787445068359,0.6903365254402161,0.8272425532341003
15,0.16751495003700256,0.9446238875389099,0.536983072757721,0.855481743812561
16,0.15813466906547546,0.9468389749526978,0.6605152487754822,0.814784049987793
17,0.1517229825258255,0.9489616751670837,1.4690488576889038,0.6395348906517029
18,0.15236540138721466,0.9492385983467102,1.4892266988754272,0.7151162624359131
19,0.11571431159973145,0.9603137969970703,0.5542626976966858,0.8588039875030518
20,0.13221889734268188,0.9551453590393066,1.44924795627594,0.7151162624359131
21,0.11159012466669083,0.9612367153167725,0.42572253942489624,0.8878737688064575
22,0.11681220680475235,0.9617905020713806,0.9889903664588928,0.7981727719306946
23,0.11259900778532028,0.9631748795509338,0.3596140444278717,0.895348846912384
24,0.10127348452806473,0.9660360217094421,1.1503031253814697,0.7217608094215393
25,0.092174232006073,0.9697277545928955,0.7328751087188721,0.8305647969245911
26,0.09796057641506195,0.9699123501777649,1.6997745037078857,0.6486710906028748
27,0.09878088533878326,0.9676049947738647,0.7332439422607422,0.8438538312911987
28,0.08388238400220871,0.9719427824020386,0.4449746906757355,0.8820598125457764
29,0.07429265975952148,0.9754499197006226,0.582202672958374,0.8604651093482971
