,loss,accuracy,val_loss,val_accuracy
0,0.07366472482681274,0.993242621421814,0.07330505549907684,0.9889078736305237
1,0.058963656425476074,0.9911136031150818,0.19902865588665009,0.9607508778572083
2,0.05469721183180809,0.9889845252037048,0.11734594404697418,0.973549485206604
3,0.060870926827192307,0.9859298467636108,0.09974466264247894,0.9769624471664429
4,0.046070124953985214,0.9885216951370239,0.1010802760720253,0.9744027256965637
5,0.03805888444185257,0.9915764331817627,0.07316277921199799,0.9846416115760803
6,0.02788984589278698,0.9946311116218567,0.18856754899024963,0.9598976373672485
7,0.02561797946691513,0.9943534135818481,0.04854104667901993,0.9872013926506042
8,0.02594306878745556,0.9935203194618225,0.1357107311487198,0.967576801776886
9,0.038650065660476685,0.9913913011550903,0.09962274879217148,0.9761092066764832
10,0.020601468160748482,0.9954642057418823,0.10653787106275558,0.9846416115760803
11,0.03532007709145546,0.9915764331817627,0.15821653604507446,0.9573378562927246
12,0.037524569779634476,0.9914838671684265,0.13592827320098877,0.9701365232467651
